Date/Time,sensor:static_pressure_setpoint,measured_damper_position:South,measured_damper_position:East,measured_damper_position:North,measured_damper_position:West,measured_damper_position:Core
 04/05  21:15:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:16:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:17:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:18:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:19:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:20:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:21:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:22:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:23:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:24:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:25:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:26:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:27:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:28:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:29:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:30:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:31:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:32:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:33:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:34:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:35:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:36:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:37:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:38:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:39:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:40:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:41:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:42:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:43:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:44:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:45:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:46:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:47:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:48:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:49:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:50:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:51:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:52:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:53:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:54:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:55:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:56:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:57:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:58:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  21:59:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:00:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:01:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:02:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:03:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:04:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:05:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:06:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:07:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:08:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:09:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:10:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:11:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:12:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:13:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:14:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:15:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:16:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:17:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:18:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:19:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:20:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:21:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:22:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:23:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:24:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:25:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:26:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:27:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:28:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:29:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:30:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:31:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:32:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:33:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:34:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:35:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:36:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:37:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:38:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:39:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:40:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:41:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:42:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:43:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:44:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:45:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:46:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:47:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:48:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:49:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:50:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:51:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:52:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:53:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:54:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:55:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:56:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:57:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:58:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  22:59:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:00:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:01:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:02:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:03:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:04:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:05:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:06:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:07:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:08:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:09:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:10:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:11:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:12:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:13:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:14:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:15:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:16:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:17:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:18:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:19:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:20:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:21:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:22:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:23:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:24:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:25:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:26:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:27:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:28:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:29:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:30:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:31:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:32:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:33:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:34:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:35:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:36:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:37:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:38:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:39:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:40:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:41:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:42:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:43:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:44:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:45:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:46:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:47:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:48:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:49:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:50:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:51:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:52:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:53:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:54:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:55:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:56:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:57:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:58:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/05  23:59:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  24:00:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:01:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:02:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:03:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:04:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:05:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:06:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:07:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:08:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:09:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:10:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:11:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:12:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:13:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:14:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:15:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:16:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:17:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:18:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:19:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:20:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:21:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:22:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:23:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:24:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:25:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:26:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:27:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:28:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:29:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:30:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:31:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:32:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:33:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:34:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:35:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:36:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:37:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:38:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:39:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:40:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:41:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:42:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:43:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:44:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:45:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:46:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:47:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:48:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:49:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:50:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:51:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:52:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:53:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:54:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:55:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:56:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:57:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:58:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  00:59:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:00:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:01:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:02:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:03:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:04:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:05:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:06:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:07:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:08:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:09:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:10:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:11:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:12:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:13:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:14:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:15:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:16:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:17:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:18:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:19:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:20:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:21:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:22:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:23:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:24:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:25:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:26:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:27:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:28:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:29:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:30:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:31:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:32:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:33:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:34:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:35:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:36:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:37:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:38:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:39:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:40:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:41:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:42:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:43:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:44:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:45:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:46:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:47:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:48:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:49:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:50:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:51:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:52:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:53:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:54:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:55:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:56:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:57:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:58:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  01:59:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:00:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:01:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:02:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:03:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:04:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:05:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:06:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:07:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:08:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:09:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:10:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:11:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:12:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:13:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:14:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:15:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:16:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:17:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:18:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:19:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:20:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:21:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:22:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:23:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:24:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:25:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:26:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:27:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:28:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:29:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:30:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:31:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:32:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:33:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:34:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:35:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:36:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
 04/06  02:37:00,410,0.999000013,0.999000013,0.999000013,0.999000013,0.999000013
